,date,open,close,high,low,volume,code
1072,2014-06-11,1489.37,1488.76,1493.13,1483.51,12992231.0,sz50
1073,2014-06-12,1486.89,1483.86,1490.01,1481.83,14076433.0,sz50
1074,2014-06-13,1483.58,1502.96,1509.02,1483.44,21900084.0,sz50
1075,2014-06-16,1503.66,1518.7,1521.96,1501.33,24038815.0,sz50
1076,2014-06-17,1512.46,1501.94,1512.46,1500.33,16461471.0,sz50
1077,2014-06-18,1501.19,1495.43,1504.5,1493.72,15523856.0,sz50
1078,2014-06-19,1496.66,1478.04,1500.99,1473.67,16938157.0,sz50
1079,2014-06-20,1475.94,1484.48,1485.17,1474.44,13385161.0,sz50
1080,2014-06-23,1483.66,1475.76,1489.31,1474.93,13056322.0,sz50
1081,2014-06-24,1471.73,1480.13,1481.15,1470.59,12659980.0,sz50
1082,2014-06-25,1477.09,1469.95,1477.09,1466.4,11714189.0,sz50
1083,2014-06-26,1471.65,1478.01,1480.83,1471.61,13039322.0,sz50
1084,2014-06-27,1475.72,1473.76,1480.82,1468.21,16320840.0,sz50
1085,2014-06-30,1475.72,1482.41,1486.95,1475.72,16568445.0,sz50
1086,2014-07-01,1486.79,1481.66,1488.14,1476.39,15197377.0,sz50
1087,2014-07-02,1481.33,1484.84,1486.41,1476.58,16722725.0,sz50
1088,2014-07-03,1481.85,1489.55,1492.1,1479.06,17188506.0,sz50
1089,2014-07-04,1489.82,1492.46,1495.04,1489.46,15844620.0,sz50
1090,2014-07-07,1493.07,1492.84,1497.72,1488.51,15969802.0,sz50
1091,2014-07-08,1491.72,1491.96,1493.83,1484.13,13725069.0,sz50
1092,2014-07-09,1490.94,1475.14,1491.97,1474.87,18727134.0,sz50
1093,2014-07-10,1475.18,1471.17,1478.71,1468.73,16574428.0,sz50
1094,2014-07-11,1462.35,1468.54,1474.07,1460.91,18217829.0,sz50
1095,2014-07-14,1468.69,1482.78,1482.99,1466.41,19829693.0,sz50
1096,2014-07-15,1481.11,1484.66,1487.2,1478.44,21572336.0,sz50
1097,2014-07-16,1482.33,1483.18,1490.19,1480.59,24542177.0,sz50
1098,2014-07-17,1479.12,1473.67,1479.29,1468.38,16484741.0,sz50
1099,2014-07-18,1466.58,1478.76,1486.27,1464.75,20901979.0,sz50
1100,2014-07-21,1478.72,1479.84,1483.62,1474.8,16760296.0,sz50
1101,2014-07-22,1476.22,1495.93,1500.5,1475.6,24840828.0,sz50
1102,2014-07-23,1495.25,1506.76,1512.37,1494.93,28578207.0,sz50
1103,2014-07-24,1508.98,1541.9,1546.19,1508.98,44311527.0,sz50
1104,2014-07-25,1546.52,1557.02,1557.58,1541.3,31206105.0,sz50
1105,2014-07-28,1566.33,1609.48,1617.48,1566.33,66664105.0,sz50
1106,2014-07-29,1610.91,1611.85,1621.06,1601.98,46806231.0,sz50
1107,2014-07-30,1606.72,1601.38,1619.18,1598.26,44338155.0,sz50
1108,2014-07-31,1602.67,1621.85,1622.65,1597.27,34743916.0,sz50
1109,2014-08-01,1616.79,1607.97,1639.32,1607.56,44267504.0,sz50
1110,2014-08-04,1614.9,1644.63,1644.96,1608.31,44540974.0,sz50
1111,2014-08-05,1644.23,1632.41,1646.32,1622.03,33190832.0,sz50
1112,2014-08-06,1624.03,1619.01,1626.92,1602.99,32836371.0,sz50
1113,2014-08-07,1619.2,1593.42,1623.0,1592.04,35582567.0,sz50
1114,2014-08-08,1595.19,1595.66,1600.8,1586.09,28411625.0,sz50
1115,2014-08-11,1601.31,1619.25,1621.71,1600.68,27728836.0,sz50
1116,2014-08-12,1615.14,1607.91,1615.14,1601.56,24999882.0,sz50
1117,2014-08-13,1609.46,1610.14,1619.19,1596.22,30104195.0,sz50
1118,2014-08-14,1610.39,1596.84,1614.58,1595.17,27945673.0,sz50
1119,2014-08-15,1598.52,1612.0,1615.88,1593.22,27406589.0,sz50
1120,2014-08-18,1614.22,1613.13,1623.9,1607.44,26290498.0,sz50
1121,2014-08-19,1614.39,1609.09,1615.21,1598.06,28400783.0,sz50
1122,2014-08-20,1605.5,1600.34,1605.51,1596.96,24108182.0,sz50
1123,2014-08-21,1599.55,1587.03,1600.28,1576.32,27277975.0,sz50
1124,2014-08-22,1585.11,1594.18,1596.29,1583.61,23953436.0,sz50
1125,2014-08-25,1594.71,1577.43,1595.44,1575.71,26501265.0,sz50
1126,2014-08-26,1575.78,1573.39,1584.15,1568.73,23621600.0,sz50
1127,2014-08-27,1573.52,1572.79,1578.69,1569.98,16419321.0,sz50
1128,2014-08-28,1573.53,1563.89,1580.68,1563.4,20790154.0,sz50
1129,2014-08-29,1570.4,1581.28,1582.28,1565.52,22012801.0,sz50
1130,2014-09-01,1582.02,1586.02,1587.39,1576.22,22132871.0,sz50
1131,2014-09-02,1588.62,1607.5,1609.01,1581.14,34680710.0,sz50
1132,2014-09-03,1609.3,1624.03,1628.19,1608.95,38409635.0,sz50
1133,2014-09-04,1626.91,1637.29,1638.89,1621.24,32700249.0,sz50
1134,2014-09-05,1643.28,1656.24,1657.6,1641.11,41870437.0,sz50
1135,2014-09-09,1657.61,1645.11,1660.01,1642.44,30664280.0,sz50
1136,2014-09-10,1637.48,1629.98,1637.48,1626.11,29300722.0,sz50
1137,2014-09-11,1627.96,1622.81,1648.96,1619.48,36456713.0,sz50
1138,2014-09-12,1619.05,1630.2,1630.28,1614.54,28468770.0,sz50
1139,2014-09-15,1625.87,1624.07,1626.05,1614.23,34391188.0,sz50
1140,2014-09-16,1626.39,1600.92,1629.69,1598.86,50454137.0,sz50
1141,2014-09-17,1607.16,1604.92,1609.53,1596.54,29895640.0,sz50
1142,2014-09-18,1601.5,1609.87,1616.48,1596.71,33474019.0,sz50
1143,2014-09-19,1609.86,1619.58,1623.24,1604.71,30389533.0,sz50
1144,2014-09-22,1613.81,1583.89,1613.81,1580.97,29978969.0,sz50
1145,2014-09-23,1584.29,1595.64,1598.65,1584.16,24024639.0,sz50
1146,2014-09-24,1589.34,1625.73,1628.51,1586.7,45332703.0,sz50
1147,2014-09-25,1633.44,1618.52,1636.22,1613.53,37502535.0,sz50
1148,2014-09-26,1613.91,1616.09,1618.32,1605.53,26200041.0,sz50
1149,2014-09-29,1621.09,1621.82,1627.19,1613.79,39204922.0,sz50
1150,2014-09-30,1623.04,1619.7,1625.01,1615.07,33379744.0,sz50
1151,2014-10-08,1625.26,1633.57,1633.62,1614.5,38780252.0,sz50
1152,2014-10-09,1633.54,1634.04,1639.17,1624.22,40357232.0,sz50
1153,2014-10-10,1626.58,1621.71,1630.37,1616.67,36843147.0,sz50
1154,2014-10-13,1614.2,1605.99,1614.2,1593.66,33876189.0,sz50
1155,2014-10-14,1603.35,1600.3,1614.98,1595.25,33006893.0,sz50
1156,2014-10-15,1599.9,1612.77,1615.31,1593.39,34583317.0,sz50
1157,2014-10-16,1602.38,1608.73,1629.09,1599.16,49694488.0,sz50
1158,2014-10-17,1608.98,1608.52,1616.37,1592.7,43252613.0,sz50
1159,2014-10-20,1613.8,1612.4,1615.39,1606.12,28673982.0,sz50
1160,2014-10-21,1612.09,1600.84,1615.29,1599.86,30366662.0,sz50
1161,2014-10-22,1602.45,1597.12,1612.75,1596.14,29282308.0,sz50
1162,2014-10-23,1595.82,1586.56,1604.5,1584.62,33975769.0,sz50
1163,2014-10-24,1587.91,1583.42,1592.32,1580.71,26883452.0,sz50
1164,2014-10-27,1572.89,1559.91,1572.89,1556.55,24731600.0,sz50
1165,2014-10-28,1562.75,1585.74,1586.3,1562.75,27577349.0,sz50
1166,2014-10-29,1591.28,1608.4,1616.06,1586.17,40004849.0,sz50
1167,2014-10-30,1607.48,1619.1,1623.74,1602.55,50078056.0,sz50
1168,2014-10-31,1623.65,1657.29,1665.46,1623.32,83294947.0,sz50
1169,2014-11-03,1662.75,1651.05,1664.43,1646.43,58947423.0,sz50
1170,2014-11-04,1648.11,1645.62,1650.81,1639.68,58389293.0,sz50
1171,2014-11-05,1645.29,1637.62,1647.67,1632.72,51813329.0,sz50
1172,2014-11-06,1639.93,1635.96,1643.19,1625.99,40193346.0,sz50
1173,2014-11-07,1637.14,1640.32,1667.7,1633.03,67293595.0,sz50
1174,2014-11-10,1671.22,1689.02,1689.05,1657.14,85562450.0,sz50
1175,2014-11-11,1701.22,1710.88,1740.92,1693.24,133757329.0,sz50
1176,2014-11-12,1699.2,1731.02,1731.33,1693.38,66017563.0,sz50
1177,2014-11-13,1734.17,1726.34,1750.84,1720.73,79968935.0,sz50
1178,2014-11-14,1719.58,1728.81,1729.72,1706.83,61248756.0,sz50
1179,2014-11-17,1758.99,1708.1,1758.99,1706.94,58158950.0,sz50
1180,2014-11-18,1709.14,1679.42,1709.28,1676.44,55117407.0,sz50
1181,2014-11-19,1675.84,1671.65,1681.97,1667.9,40782354.0,sz50
1182,2014-11-20,1667.14,1676.6,1683.61,1662.72,37440839.0,sz50
1183,2014-11-21,1676.4,1714.71,1717.31,1669.18,53649569.0,sz50
1184,2014-11-24,1729.27,1758.1,1772.89,1722.71,104986365.0,sz50
1185,2014-11-25,1757.68,1777.67,1780.56,1752.38,73081581.0,sz50
1186,2014-11-26,1786.93,1820.49,1821.1,1786.56,93444130.0,sz50
1187,2014-11-27,1834.24,1853.0,1853.42,1825.34,108472903.0,sz50
1188,2014-11-28,1853.55,1914.44,1915.81,1846.15,162358429.0,sz50
1189,2014-12-01,1936.81,1920.38,1968.91,1916.63,156151220.0,sz50
1190,2014-12-02,1910.37,2021.54,2040.47,1909.37,153263421.0,sz50
1191,2014-12-03,2031.13,2037.58,2107.68,1999.73,191690068.0,sz50
1192,2014-12-04,2043.47,2160.66,2161.39,2032.41,172271082.0,sz50
1193,2014-12-05,2201.82,2200.25,2259.51,2115.42,225317394.0,sz50
1194,2014-12-08,2187.5,2298.85,2317.55,2160.49,199081908.0,sz50
1195,2014-12-09,2283.16,2182.69,2402.13,2149.6,269266716.0,sz50
1196,2014-12-10,2198.84,2254.82,2263.99,2111.88,190027974.0,sz50
1197,2014-12-11,2211.54,2193.54,2269.49,2190.25,146047943.0,sz50
1198,2014-12-12,2186.74,2193.29,2250.57,2176.32,111528818.0,sz50
1199,2014-12-15,2170.28,2201.54,2208.66,2139.47,108687324.0,sz50
1200,2014-12-16,2205.88,2299.28,2299.38,2195.5,148175897.0,sz50
1201,2014-12-17,2326.85,2383.95,2392.57,2307.18,211362800.0,sz50
1202,2014-12-18,2389.84,2364.04,2413.68,2343.74,158621508.0,sz50
1203,2014-12-19,2366.45,2390.28,2408.48,2304.61,158438199.0,sz50
1204,2014-12-22,2393.04,2426.68,2479.11,2375.91,218155712.0,sz50
1205,2014-12-23,2392.61,2374.95,2462.07,2360.72,135946500.0,sz50
1206,2014-12-24,2381.41,2270.88,2388.41,2238.65,123596996.0,sz50
1207,2014-12-25,2295.22,2359.66,2360.22,2263.42,121259722.0,sz50
1208,2014-12-26,2365.03,2464.82,2471.04,2357.67,152092874.0,sz50
1209,2014-12-29,2533.99,2481.66,2557.38,2437.75,184581669.0,sz50
1210,2014-12-30,2481.08,2523.63,2550.47,2464.43,149464002.0,sz50
1211,2014-12-31,2529.57,2581.57,2590.09,2507.94,154675810.0,sz50
1212,2015-01-05,2612.85,2649.64,2678.44,2583.55,182425566.0,sz50
1213,2015-01-06,2616.29,2629.4,2691.49,2591.83,173439993.0,sz50
1214,2015-01-07,2608.88,2635.23,2668.84,2598.89,128317720.0,sz50
1215,2015-01-08,2647.82,2558.11,2656.75,2551.82,118367915.0,sz50
1216,2015-01-09,2554.29,2569.02,2692.61,2540.34,156209510.0,sz50
1217,2015-01-12,2565.74,2543.85,2596.27,2499.87,119183586.0,sz50
1218,2015-01-13,2537.98,2527.83,2567.62,2512.86,77079080.0,sz50
1219,2015-01-14,2539.25,2534.23,2569.45,2508.66,84122310.0,sz50
1220,2015-01-15,2534.77,2632.89,2633.4,2516.61,111923167.0,sz50
1221,2015-01-16,2642.74,2653.03,2685.31,2626.82,134951180.0,sz50
1222,2015-01-19,2448.93,2410.2,2512.58,2399.44,140163570.0,sz50
1223,2015-01-20,2381.14,2403.72,2439.25,2355.26,137476636.0,sz50
1224,2015-01-21,2425.26,2542.32,2553.7,2414.89,148800477.0,sz50
1225,2015-01-22,2546.7,2544.31,2557.7,2504.07,113708777.0,sz50
1226,2015-01-23,2556.92,2564.51,2612.93,2543.46,124551349.0,sz50
1227,2015-01-26,2563.91,2562.36,2565.36,2528.08,95979468.0,sz50
1228,2015-01-27,2570.43,2522.1,2574.33,2473.81,116542876.0,sz50
1229,2015-01-28,2497.05,2486.28,2534.58,2476.28,86356380.0,sz50
1230,2015-01-29,2444.4,2442.04,2465.31,2419.99,81404965.0,sz50
1231,2015-01-30,2456.05,2405.38,2471.23,2400.63,76591150.0,sz50
1232,2015-02-02,2337.2,2332.53,2376.43,2329.15,84676893.0,sz50
1233,2015-02-03,2362.41,2405.76,2413.01,2335.11,82274659.0,sz50
1234,2015-02-04,2412.75,2372.46,2439.6,2370.57,77531358.0,sz50
1235,2015-02-05,2456.38,2348.92,2456.57,2348.45,110713251.0,sz50
1236,2015-02-06,2335.36,2325.24,2366.33,2303.11,76931113.0,sz50
1237,2015-02-09,2319.24,2366.77,2392.82,2311.8,73903383.0,sz50
1238,2015-02-10,2363.16,2403.55,2409.02,2355.14,68862031.0,sz50
1239,2015-02-11,2408.08,2415.13,2423.35,2395.2,50538983.0,sz50
1240,2015-02-12,2415.14,2416.45,2425.64,2384.49,60662358.0,sz50
1241,2015-02-13,2426.95,2427.47,2464.08,2415.43,83793479.0,sz50
1242,2015-02-16,2427.17,2431.21,2437.84,2413.6,62608116.0,sz50
1243,2015-02-17,2437.69,2445.26,2464.52,2437.69,60010573.0,sz50
1244,2015-02-25,2448.2,2407.46,2448.2,2395.53,63987384.0,sz50
1245,2015-02-26,2401.14,2478.06,2482.44,2382.69,94707062.0,sz50
1246,2015-02-27,2476.49,2474.59,2498.7,2466.83,85651923.0,sz50
1247,2015-03-02,2495.57,2479.24,2498.72,2459.42,88052518.0,sz50
1248,2015-03-03,2462.0,2396.8,2462.0,2395.83,91274742.0,sz50
1249,2015-03-04,2403.86,2397.99,2416.22,2378.93,64295285.0,sz50
1250,2015-03-05,2379.73,2366.9,2382.89,2344.95,77773300.0,sz50
1251,2015-03-06,2370.89,2371.62,2393.74,2366.02,64804205.0,sz50
1252,2015-03-09,2352.22,2429.87,2443.2,2321.26,106195716.0,sz50
1253,2015-03-10,2413.84,2395.43,2424.15,2390.6,78435586.0,sz50
1254,2015-03-11,2401.26,2408.5,2444.66,2399.54,70074190.0,sz50
1255,2015-03-12,2444.42,2485.11,2505.63,2423.43,124778201.0,sz50
1256,2015-03-13,2494.34,2495.28,2532.15,2477.4,104205941.0,sz50
1257,2015-03-16,2512.35,2550.86,2551.45,2485.29,104132082.0,sz50
1258,2015-03-17,2576.41,2583.2,2586.43,2556.47,132092052.0,sz50
1259,2015-03-18,2595.74,2649.64,2649.82,2592.26,147958821.0,sz50
1260,2015-03-19,2649.0,2630.24,2649.0,2613.76,133595868.0,sz50
1261,2015-03-20,2642.8,2680.68,2710.13,2617.06,153754994.0,sz50
1262,2015-03-23,2700.16,2720.67,2724.64,2690.48,142091935.0,sz50
1263,2015-03-24,2719.51,2683.65,2720.03,2649.62,153617579.0,sz50
1264,2015-03-25,2674.35,2649.16,2691.24,2626.66,132270399.0,sz50
1265,2015-03-26,2637.53,2687.76,2714.63,2621.45,133442925.0,sz50
1266,2015-03-27,2693.189,2689.24,2715.007,2715.007,119869374.0,sz50
1267,2015-03-30,2716.43,2784.46,2793.41,2704.8,181383659.0,sz50
1268,2015-03-31,2826.63,2754.66,2860.24,2744.93,175833718.0,sz50
1269,2015-04-01,2758.96,2799.45,2810.65,2751.37,125281322.0,sz50
1270,2015-04-02,2821.21,2781.64,2824.82,2746.3,122184734.0,sz50
1271,2015-04-03,2771.03,2817.18,2817.62,2764.35,112969251.0,sz50
1272,2015-04-07,2854.41,2889.45,2889.86,2838.89,160139442.0,sz50
1273,2015-04-08,2907.58,2952.08,2960.65,2879.97,179853837.0,sz50
1274,2015-04-09,2973.81,2931.77,3021.85,2914.7,176764483.0,sz50
1275,2015-04-10,2925.93,2986.6,2992.41,2911.46,141215958.0,sz50
1276,2015-04-13,3040.01,3041.12,3059.77,3016.97,169339583.0,sz50
1277,2015-04-14,3057.41,3052.41,3074.67,3013.31,162300362.0,sz50
1278,2015-04-15,3054.02,3053.3,3119.48,3039.25,179025929.0,sz50
1279,2015-04-16,3045.85,3183.3,3183.58,3033.25,171967554.0,sz50
1280,2015-04-17,3251.98,3235.33,3271.57,3216.21,207659934.0,sz50
1281,2015-04-20,3267.85,3164.46,3296.18,3146.84,265976127.0,sz50
1282,2015-04-21,3163.29,3214.36,3214.89,3135.22,184427692.0,sz50
1283,2015-04-22,3219.7,3299.22,3300.84,3204.44,201738071.0,sz50
1284,2015-04-23,3311.07,3273.4,3313.81,3245.76,177137931.0,sz50
1285,2015-04-24,3226.38,3223.96,3250.23,3161.97,185135936.0,sz50
1286,2015-04-27,3257.97,3308.45,3313.25,3257.97,200266975.0,sz50
1287,2015-04-28,3309.53,3282.33,3370.02,3255.77,266042859.0,sz50
1288,2015-04-29,3268.52,3283.28,3304.71,3243.54,146666285.0,sz50
1289,2015-04-30,3290.58,3250.49,3309.42,3249.25,146288279.0,sz50
1290,2015-05-04,3250.12,3272.0,3273.15,3204.31,133270953.0,sz50
1291,2015-05-05,3266.81,3148.81,3270.96,3132.94,170607781.0,sz50
1292,2015-05-06,3175.89,3139.02,3244.6,3110.11,147991138.0,sz50
1293,2015-05-07,3116.79,3094.88,3142.14,3093.73,109440929.0,sz50
1294,2015-05-08,3126.0,3110.46,3138.66,3045.01,103278165.0,sz50
1295,2015-05-11,3112.24,3169.13,3169.87,3075.2,133766659.0,sz50
1296,2015-05-12,3162.67,3188.31,3200.18,3136.46,130813054.0,sz50
1297,2015-05-13,3188.06,3141.3,3188.96,3122.34,117305504.0,sz50
1298,2015-05-14,3136.13,3128.57,3153.75,3107.68,105338706.0,sz50
1299,2015-05-15,3122.89,3060.41,3124.6,3044.85,109993195.0,sz50
1300,2015-05-18,3032.71,2998.39,3045.59,2997.13,87041724.0,sz50
1301,2015-05-19,2996.84,3116.09,3127.0,2996.72,111206627.0,sz50
1302,2015-05-20,3127.57,3122.85,3181.54,3105.63,124557332.0,sz50
1303,2015-05-21,3132.33,3150.9,3156.49,3111.0,94755784.0,sz50
1304,2015-05-22,3180.39,3248.85,3249.52,3170.45,150021104.0,sz50
1305,2015-05-25,3263.96,3349.95,3350.52,3263.96,158585710.0,sz50
1306,2015-05-26,3382.76,3386.59,3390.29,3320.15,147894684.0,sz50
1307,2015-05-27,3390.98,3344.74,3404.76,3327.24,147470539.0,sz50
1308,2015-05-28,3336.7,3124.62,3350.22,3120.97,178255206.0,sz50
1309,2015-05-29,3127.64,3111.33,3161.58,3036.96,133784404.0,sz50
1310,2015-06-01,3114.79,3244.32,3250.6,3082.16,141023373.0,sz50
1311,2015-06-02,3240.8,3258.31,3269.22,3201.22,134800533.0,sz50
1312,2015-06-03,3251.91,3238.43,3259.71,3193.54,128306977.0,sz50
1313,2015-06-04,3244.46,3299.03,3316.5,3113.22,184567939.0,sz50
1314,2015-06-05,3349.57,3303.99,3365.59,3234.25,188145648.0,sz50
1315,2015-06-08,3333.83,3458.71,3469.22,3308.3,248254042.0,sz50
1316,2015-06-09,3494.82,3414.0,3494.82,3376.02,220448561.0,sz50
1317,2015-06-10,3362.81,3370.38,3415.28,3338.68,155294691.0,sz50
1318,2015-06-11,3369.0,3347.12,3383.49,3313.59,138073848.0,sz50
1319,2015-06-12,3364.44,3350.25,3374.81,3319.2,145262255.0,sz50
1320,2015-06-15,3359.71,3262.48,3366.84,3254.62,167322559.0,sz50
1321,2015-06-16,3233.15,3179.65,3275.47,3149.08,155969898.0,sz50
1322,2015-06-17,3198.14,3211.71,3222.44,3144.49,159571563.0,sz50
1323,2015-06-18,3183.23,3068.49,3183.23,3067.49,137345042.0,sz50
1324,2015-06-19,3030.22,2903.06,3067.82,2900.79,131783924.0,sz50
1325,2015-06-23,2907.07,3003.16,3007.63,2822.47,135617644.0,sz50
1326,2015-06-24,3009.77,3045.24,3052.11,2962.65,141585882.0,sz50
1327,2015-06-25,3069.4,2943.99,3082.56,2929.11,160158307.0,sz50
1328,2015-06-26,2875.12,2736.7,2953.96,2678.77,183355804.0,sz50
1329,2015-06-29,2802.77,2678.37,2822.11,2530.83,212018714.0,sz50
1330,2015-06-30,2678.63,2870.02,2872.51,2628.0,219592298.0,sz50
1331,2015-07-01,2823.94,2736.85,2872.91,2721.48,169957702.0,sz50
1332,2015-07-02,2767.99,2714.25,2805.67,2611.86,209045754.0,sz50
1333,2015-07-03,2674.56,2582.27,2738.66,2511.17,184361918.0,sz50
1334,2015-07-06,2807.75,2750.0,2807.75,2649.56,344834279.0,sz50
1335,2015-07-07,2682.5,2812.45,2825.49,2612.11,350314798.0,sz50
1336,2015-07-08,2596.71,2608.98,2760.52,2546.46,377459400.0,sz50
1337,2015-07-09,2575.34,2781.08,2828.75,2493.64,271176770.0,sz50
1338,2015-07-10,2749.12,2898.41,2997.6,2717.71,296251842.0,sz50
1339,2015-07-13,2855.7,2869.05,2949.2,2805.91,233341055.0,sz50
1340,2015-07-14,2821.97,2763.07,2843.25,2717.03,194368424.0,sz50
1341,2015-07-15,2725.92,2757.95,2779.95,2665.95,185948028.0,sz50
1342,2015-07-16,2754.83,2742.85,2780.0,2708.72,135246163.0,sz50
1343,2015-07-17,2756.87,2807.06,2834.18,2723.74,130241112.0,sz50
1344,2015-07-20,2798.56,2783.76,2815.7,2766.94,130862495.0,sz50
1345,2015-07-21,2757.66,2772.77,2799.81,2743.16,115826578.0,sz50
1346,2015-07-22,2757.28,2739.79,2771.0,2721.35,106654530.0,sz50
1347,2015-07-23,2741.42,2790.76,2796.37,2736.38,113582039.0,sz50
1348,2015-07-24,2794.05,2741.04,2807.62,2735.3,123928908.0,sz50
1349,2015-07-27,2698.8,2493.29,2715.36,2491.12,136645104.0,sz50
1350,2015-07-28,2427.03,2485.67,2531.23,2400.87,140338855.0,sz50
1351,2015-07-29,2496.9,2531.45,2535.6,2459.08,93078154.0,sz50
1352,2015-07-30,2525.08,2467.37,2548.27,2459.92,86949827.0,sz50
1353,2015-07-31,2452.05,2461.24,2490.66,2432.49,74725374.0,sz50
1354,2015-08-03,2433.24,2479.72,2479.95,2419.85,88073410.0,sz50
1355,2015-08-04,2476.16,2534.71,2535.28,2462.73,66032317.0,sz50
1356,2015-08-05,2529.13,2487.06,2537.35,2485.6,62889670.0,sz50
1357,2015-08-06,2452.53,2467.52,2505.53,2446.96,47800047.0,sz50
1358,2015-08-07,2489.8,2503.8,2520.04,2479.25,57563239.0,sz50
1359,2015-08-10,2527.62,2617.66,2626.36,2517.95,109626613.0,sz50
1360,2015-08-11,2612.95,2590.71,2623.84,2578.65,99584256.0,sz50
1361,2015-08-12,2562.68,2561.13,2598.51,2557.26,75352530.0,sz50
1362,2015-08-13,2562.87,2580.78,2585.92,2522.35,70080742.0,sz50
1363,2015-08-14,2588.43,2577.04,2592.17,2565.59,72941572.0,sz50
1364,2015-08-17,2560.37,2550.47,2561.96,2524.13,71133819.0,sz50
1365,2015-08-18,2554.08,2407.97,2572.21,2405.83,101248713.0,sz50
1366,2015-08-19,2379.21,2430.28,2431.61,2326.24,90485319.0,sz50
1367,2015-08-20,2406.57,2356.92,2421.03,2356.33,68346853.0,sz50
1368,2015-08-21,2336.45,2271.36,2362.84,2261.31,78467553.0,sz50
1369,2015-08-24,2195.46,2058.25,2203.63,2046.84,115420383.0,sz50
1370,2015-08-25,1947.15,1914.05,2044.56,1890.38,118569577.0,sz50
1371,2015-08-26,1930.2,1942.45,2028.4,1874.22,124111796.0,sz50
1372,2015-08-27,1989.59,2094.72,2095.46,1957.74,116585470.0,sz50
1373,2015-08-28,2120.36,2159.96,2167.9,2097.78,115299860.0,sz50
1374,2015-08-31,2135.6,2210.45,2214.1,2071.41,117193052.0,sz50
1375,2015-09-01,2155.96,2230.32,2239.46,2103.48,158310344.0,sz50
1376,2015-09-02,2143.24,2243.63,2248.77,2137.19,166061448.0,sz50
1377,2015-09-07,2215.18,2133.98,2247.44,2127.48,85672057.0,sz50
1378,2015-09-08,2115.9,2180.13,2185.4,2084.03,61980414.0,sz50
1379,2015-09-09,2186.37,2211.2,2225.27,2175.77,76962973.0,sz50
1380,2015-09-10,2183.61,2208.48,2218.14,2175.37,53035319.0,sz50
1381,2015-09-11,2199.58,2195.39,2218.82,2180.24,36221969.0,sz50
1382,2015-09-14,2205.71,2228.15,2228.96,2126.29,84785358.0,sz50
1383,2015-09-15,2179.24,2175.17,2188.36,2142.02,55484328.0,sz50
1384,2015-09-16,2161.01,2241.95,2277.58,2142.2,56026548.0,sz50
1385,2015-09-17,2223.4,2194.82,2260.85,2194.03,55842887.0,sz50
1386,2015-09-18,2204.58,2198.99,2226.75,2192.27,36074301.0,sz50
1387,2015-09-21,2185.08,2214.45,2220.02,2176.66,36901513.0,sz50
1388,2015-09-22,2217.78,2237.31,2259.07,2210.49,42563767.0,sz50
1389,2015-09-23,2208.25,2178.55,2219.24,2174.92,34234548.0,sz50
1390,2015-09-24,2190.31,2188.09,2198.49,2170.68,25074852.0,sz50
1391,2015-09-25,2180.29,2183.4,2191.36,2150.02,35992010.0,sz50
1392,2015-09-28,2169.15,2169.94,2175.97,2145.75,20268618.0,sz50
1393,2015-09-29,2139.8,2127.2,2145.99,2114.3,25482560.0,sz50
1394,2015-09-30,2138.15,2146.12,2161.71,2133.88,25026925.0,sz50
1395,2015-10-08,2231.02,2191.34,2231.24,2189.99,39255630.0,sz50
1396,2015-10-09,2202.13,2219.29,2226.42,2195.16,33135222.0,sz50
1397,2015-10-12,2223.32,2283.43,2308.19,2220.63,62354545.0,sz50
1398,2015-10-13,2268.76,2270.95,2282.04,2259.27,36904537.0,sz50
1399,2015-10-14,2263.59,2253.91,2284.62,2252.38,41961463.0,sz50
1400,2015-10-15,2254.4,2297.9,2297.96,2252.33,46942189.0,sz50
1401,2015-10-16,2310.35,2323.77,2328.3,2301.49,60168475.0,sz50
1402,2015-10-19,2329.4,2318.47,2346.35,2303.17,53225380.0,sz50
1403,2015-10-20,2312.53,2337.08,2337.8,2297.75,46698905.0,sz50
1404,2015-10-21,2338.71,2340.36,2369.37,2268.82,97671718.0,sz50
1405,2015-10-22,2306.07,2331.79,2337.4,2297.05,54651781.0,sz50
1406,2015-10-23,2334.54,2343.97,2350.12,2319.77,48854813.0,sz50
1407,2015-10-26,2366.84,2350.02,2381.71,2340.5,52798208.0,sz50
1408,2015-10-27,2343.87,2349.9,2353.65,2302.09,46643220.0,sz50
1409,2015-10-28,2338.39,2310.7,2342.45,2308.54,40939162.0,sz50
1410,2015-10-29,2317.48,2307.34,2323.45,2301.37,29257579.0,sz50
1411,2015-10-30,2307.76,2312.97,2336.04,2298.97,37173556.0,sz50
1412,2015-11-02,2291.25,2280.09,2310.83,2279.47,33098994.0,sz50
1413,2015-11-03,2283.8,2271.65,2294.42,2265.67,27317118.0,sz50
1414,2015-11-04,2277.2,2370.5,2374.02,2277.2,62000309.0,sz50
1415,2015-11-05,2368.61,2440.65,2503.65,2365.85,148745222.0,sz50
1416,2015-11-06,2430.65,2493.48,2501.4,2427.28,102199298.0,sz50
1417,2015-11-09,2501.73,2534.08,2592.19,2501.73,133190838.0,sz50
1418,2015-11-10,2504.25,2522.68,2559.83,2498.46,90872224.0,sz50
1419,2015-11-11,2516.35,2505.83,2517.51,2474.04,66089396.0,sz50
1420,2015-11-12,2513.11,2476.43,2513.7,2466.29,58391260.0,sz50
